provider_name,country_name,foreign_university_name,foreign_city_name,foreign_course_code,course_name,instruction_language_name,department_name,umd_course_name,course_code,comments,combo_cats,combo_cat_ids,review_faculty,approval_date,syllabus_relative_path,id,s_id,is_active
"SAI Programs",Italy,"John Cabot University",Rome,"PS 307","Cognitive Psychology ",,PSY,Cognition,3621,,,,,2013-04-30,,65905,52366,1
"SAI Programs",Italy,"John Cabot University",Rome,"PS 334","Social Psychology",,PSY,"Social Psychology",3201,,,,,2010-04-30,,65906,52367,1
"UMTC - University of Minnesota Twin Cities",Italy,"Accent Rome",Rome,"N/A N/A","Leadership Across Cultures",,ANTH,"Anthropology Major/Minor Elective Credit",1XXX,,,,,2011-04-30,,65907,52368,1
"UMTC - University of Minnesota Twin Cities",Italy,"Accent Rome",Rome,"Rome 3003","Made in Italy: The Design & Marketing of an Ideal ",,BUS,"Marketing Elective Credit Group B ",3XXX,,,,,2013-04-30,,65908,52369,1
"UMTC - University of Minnesota Twin Cities",Italy,"Accent Rome",Rome,"N/A N/A","Italian Media: Popes, Politicians, and Pop-Culture",,COMM,"Communication Major/Minor Elective Credit",3999,,,,,2011-04-30,,65909,52370,1
"UMTC - University of Minnesota Twin Cities",Italy,"Accent Rome",Rome,"N/A N/A","Made in Italy: Marketing Ideas",,MKTG,"Marketing Major/Minor Elective Credit",2XXX,,,,,2012-04-30,,65910,52371,1
"UWP - University of Wisconsin Platteville",Italy,"American University in Rome",Rome,"POL 320","The 3 Cs of War: Causes, Cures and Consequences",,POL,"International Security: Theory and Policy",3456,,,,,2009-04-30,,65911,52372,1
"UWP - University of Wisconsin Platteville",Italy,"American University in Rome",Rome,"POL 305","Political Movements in Europe",,POL,"Western European Political Systems",3517,,,,,2009-04-30,,65912,52373,1
"UWP - University of Wisconsin Platteville",Italy,"American University in Rome",Rome,"POL 302","Recent Political Theory",,POL,"Modern Political Thought",3652,,,,,2009-04-30,,65913,52374,1
"API - Academic Programs International",Italy,"John Cabot University",Rome,"MGT 498","Strategic Management",,FORS,"General Elective Credit",3XXX,,,,,2013-04-30,,65914,52375,1
"AIFS - American Institute for Foriegn Study",Italy,"Richmond, The American International University",Rome,"COM 362","Adaptations: Literature and Cinema",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",1XXX,,Humanities,143,"Gerald Pepper",2014-04-28,{229631CC78F1ABE2310876D9F82198B8}.pdf,67162,53728,1
"SAI Programs",Italy,"John Cabot University",Rome,"HS 261","MOdern Europe I: The Age of Nationalism",,HIST,"Europe in the Modern Age",1208,,"Humanities; Category 7","143,144","Rosemary Stanfield-Johnson",2014-04-30,{759E1600F64745CC9EAE865B9C66A939}.pdf,67214,53783,1
"SAI Programs",Italy,"John Cabot University",Rome,"HS 263","Europe Since 1945",,HIST,"Europe in the Modern Age",1208,,"Category 7; Humanities","144,143","Rosemary Stanfield-Johnson",2014-04-30,,67216,53785,1
"API - Academic Programs International",Italy,"John Cabot University",Rome,"EN 110-1","Advanced Composition",,WRIT,"Introduction to College Writing",1120,,,,"Elizabethada A Wright",2014-09-08,{6F780DEBD08708A88FFB56E2F483A74D}.pdf,67396,53973,1
"API - Academic Programs International",Italy,"John Cabot University",Rome,"EN 223","The Survey of American Literature",English,ENGL,"English Major/Minor Cluster I Literary Language and Culture Elective",2XXX,,,,"K. Twu",2014-10-22,{42A82DE9B2F35367283891DD2AE8D182}.pdf,67451,54036,1
"ISA - International Studies Abroad",Italy,"American University of Rome",Rome,"ACC 202","Managerial Accounting",,ACCT,"Principles of Managerial Accounting",2002,,,,"Randy Skalberg",2014-10-29,{1DB14E942852F9E0FC5C3925B46985C7}.pdf,67462,54048,1
"ISA - International Studies Abroad",Italy,"American University of Rome",Rome,"ENG 307 BUS 307","Writing for Business",,WRIT,"Advanced Writing: Business &amp; Organization",3121,"Known as both ENG 307 and BUS 307",,,"Elizabethada A Wright",2014-10-29,{39F66DA1A6A785FA6D4630AB42ADC41F}.pdf,67464,54050,1
"ISA - International Studies Abroad",Italy,"American University of Rome",Rome,"MGT 307","Business Psychology",,MGTS,"Management Studies Major/Minor Elective Credit",3XXX,,,,"Jennifer ",2014-10-29,{9D21DB5F70EF85803855572E71677FBA}.pdf,67475,54061,1
"API - Academic Programs International",Italy,"John Cabot University",Rome,"PH 101","Intro to Philosophical Thinking",English,PHIL,"Introduction to Philosophy",1001,,Humanities,143,"Robert Schroer",2014-10-31,{6D567690E2CB3B1535EE234E636E7FD7}.pdf,67476,54062,1
"ISA - International Studies Abroad",Italy,"American University of Rome",Rome,"ECO 211","Principles of Macroeconomics",English,ECON,"Principles of Economics: Macro",1022,,"Social Sciences",141,"Chris Mcintosh",2014-10-31,{0E7A1641D8BC077EA2E10B5FCC082011}.pdf,67477,54063,1
"AIFS - American Institute for Foriegn Study",Italy,"Richmond, The American International University",Rome,"ARH 308","Art and Culture in Rome - 800BC-2000AD",English,ArtH,"Independent International Study",2892,,,,"Jim Klueg",2014-11-10,{B146F16A7F5FEEB722810AA43F213725}.pdf,67504,54091,1
"ISA - International Studies Abroad",Italy,"American University of Rome",Rome,ITL100,"Introduction to Italian Language and Culture",English,LANG,"Beginning Language I",1101,,,,"Kristen Hylenski",2014-11-24,{C4576F24A7C323B9A188E2F31703B447}.pdf,67514,54101,1
"AIFS - American Institute for Foriegn Study",Italy,"Richmond, The American International University",Rome,"ITL 112","Elementary Italian II",English,LANG,"Beginning Foreign Language II",1102,,,,"Kristen Hylenski",2014-11-24,{290546703F163FA8A58DD165C6B316C2}.pdf,67515,54102,1
"API - Academic Programs International",Italy,"Mediterranean Center for Arts & Science",Syracuse,"SA PH 100","Black and White Photography",,ART,"Fundamentals of Photography",1605,,"Fine Arts",156,,2009-04-30,,64082,50478,1
"API - Academic Programs International",Italy,"Mediterranean Center for Arts & Science",Syracuse,"IT IL 100","Introductory Italian",,LANG,"Beginning Foreign Language I",1101,,"Oral Communication and Languages",159,,2009-04-30,,64327,50734,1
"API - Academic Programs International",Italy,"Mediterranean Center for Arts & Science",Syracuse,"IT IN 150","Intensive Italian I",,LANG,"Beginning Foreign Language I",1101,"Also counts as Lang 1102 Beginning Foreign Language II ","Oral Communication and Languages",159,,2010-04-30,,64328,50735,1
"API - Academic Programs International",Italy,"Mediterranean Center for Arts & Science",Syracuse,"IT IN 150","Intensive Italian I",,LANG,"Beginning Foreign Language II",1102,"Also counts as Lang 1102 Beginning Foreign Language II ","Oral Communication and Languages",159,,2010-04-30,,64328,50736,1
"API - Academic Programs International",Italy,"Mediterranean Center for Arts & Science",Syracuse,"CS AR 261","Archaeology and Art of Ancient Sicily",,ANTH,"Anthropology Major/Minor Elective Credit",3XXX,,,,,2011-04-30,,65918,52379,1
"API - Academic Programs International",Italy,"Mediterranean Center for Arts & Science",Syracuse,"ES EC 250","Mediterranean Ecosystems",,ES,"Environmental Science Major/Minor Upper Division Elective Credit",2XXX,,,,,2011-04-30,,65919,52380,1
"API - Academic Programs International",Italy,"Mediterranean Center for Arts & Science",Syracuse,"HP MH 255","Contemporary Italian Society and Culture",,INTS,"International Studies Major/Minor Regional Field Elective (Western Europe)",3XXX,,,,,2011-04-30,,65920,52381,1
"Fairfield University",Italy,"Mediterranean Center for Arts & Science",Syracuse,"HP PS 351","Greek and Roman Political Theory",,POL,"Classical Political Thought",3651,,,,,2009-04-30,,65921,52382,1
"UMTC - University of Minnesota Twin Cities",Netherlands,"University of Amsterdam",Amsterdam,,"Capita Selecta Western Art: from Dali till Present",,ART,"Art Today",1001,,"Fine Arts",156,,2013-04-30,,64088,50484,1
"UMTC - University of Minnesota Twin Cities",Netherlands,"Amsterdam School of the Arts",Amsterdam,,"Remix Culture: Crossovers in Arts and Media Education",,ART,"Art Major/Minor Studio Elective Credit",2XXX,,,,,2013-04-30,,66062,52532,1
"UMTC - University of Minnesota Twin Cities",Netherlands,"University of Amsterdam",Amsterdam," 
25D562 ","Anthropology of Morality and Human Rights",,ANTH,"Anth Major/Minor Elective Credit",3XXX,,,,,2010-04-30,,66063,52533,1
"UMTC - University of Minnesota Twin Cities",Netherlands,"University of Amsterdam",Amsterdam,"20H014 ","Social Meaning of Gender Differences",,ANTH,"Anth Major/Minor Elective Credit",3XXX,,,,,2010-04-30,,66064,52534,1
"UMTC - University of Minnesota Twin Cities",Netherlands,"University of Amsterdam",Amsterdam,"25D111 ","Anthropology of the Senses",,ANTH,"Anth Major/Minor Elective Credit",4XXX,,,,,2010-04-30,,66065,52535,1
"UMTC - University of Minnesota Twin Cities",Netherlands,"University of Amsterdam",Amsterdam,"25D214 ","Urban Anthropology",,ANTH,"Anth Major/Minor Elective Credit",4XXX,,,,,2010-04-30,,66066,52536,1
"UMTC - University of Minnesota Twin Cities",Netherlands,"University of Amsterdam",Amsterdam,"ISCP105 ","Human Trafficking and the Commodification of the Human Body",,ANTH,"Anth Major/Minor Elective Credit",4XXX,,,,,2010-04-30,,66067,52537,1
"UMTC - University of Minnesota Twin Cities",Netherlands,"University of Amsterdam",Amsterdam,"ISCP136 ","Sexuality from a Cross-Cultural Perspective",,ANTH,"Anth Major/Minor Elective Credit",3XXX,,,,,2010-04-30,,66068,52538,1
"UMTC - University of Minnesota Twin Cities",Netherlands,"University of Amsterdam",Amsterdam,,"Photography in Modern and Contemporary Art",,ArtH,"History of Photography",4620,,,,,2012-04-30,,66069,52539,1
GlobaLinks,"New Zealand","Victoria University of Wellington",Wellington,"MUSC 105","Music Now: Understanding Music though the lense..",,MU,"Introduction to Music",1001,,"Fine Arts",156,,2011-04-30,,64090,50486,1
"MTSU - Middle Tennessee State University","New Zealand","Massey University ",Wellington,,"An Introduction to Photography",,ART,"Fundamentals of Photography",1605,,"Fine Arts",156,,2009-04-30,,64091,50487,1
GlobaLinks,"New Zealand","Victoria University of Wellington",Wellington,"FREN 112","French Language for Beginners",,FR,"Beginning French I",1101,,"Oral Communication and Languages",159,,2011-04-30,,64341,50749,1
GlobaLinks,"New Zealand","Victoria University of Wellington",Wellington,"ANTH 213","Ritual in the Modern World",,ANTH,"Anth Major/Minor Elective Credit",3XXX,,,,,2009-04-30,,66206,52684,1
GlobaLinks,"New Zealand","Victoria University of Wellington",Wellington,"BIOL 116","Human Evolution, Reproduction, and Sexuality",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",1XXX,,,,,2011-04-30,,66207,52685,1
GlobaLinks,"New Zealand","Victoria University of Wellington",Wellington,"HIST 112","Intro to New Zealand History",,HIST,"Hist Major/Minor Requirement (East Asia Program Core)",1XXX,,,,,2012-04-30,,66208,52686,1
GlobaLinks,"New Zealand","Victoria University of Wellington",Wellington,"PSYC 231","Cognitive Psychology",,PSY,Cognition,3621,,,,,2012-04-30,,66209,52687,1
GlobaLinks,"New Zealand","Victoria University of Wellington",Wellington,"PSYC 322",Memory,,PSY,"Psy Major/Minor Elective Credit",3XXX,,,,,2012-04-30,,66210,52688,1
GlobaLinks,"New Zealand","Victoria University of Wellington",Wellington,"SOSC 216","Everyday Life",,SOC,"Soc Major/Minor Elective Credit",1XXX,,,,,2012-04-30,,66211,52689,1
"MTSU - Middle Tennessee State University","New Zealand","Massey University ",Wellington,,"Life Drawing I",,ART,"Figure Drawing",3715,,,,,2009-04-30,,66212,52690,1
"MTSU - Middle Tennessee State University","New Zealand","Massey University ",Wellington,,"Cultural Identity through Art and Design",,FORS,"General Elective Credit",3XXX,,,,,2009-04-30,,66213,52691,1
"MTSU - Middle Tennessee State University","New Zealand","Massey University ",Wellington,,"Maori Art and Design Studio I Toi Atea ",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",2XXX,,,,,2009-04-30,,66214,52692,1
"AIFS - American Institute for Foriegn Study","New Zealand","Victoria University of Wellington",Wellington,"SOC 111","Sociology: Foundations and Concepts",,SOC,"Soc Major/Minor Elective Credit",1XXX,,,,"Robert Weidner",2014-07-22,{AD44C16BA41971B08DEDC345F42C245C}.pdf,67480,54066,1
"AIFS - American Institute for Foriegn Study","New Zealand","Victoria University of Wellington",Wellington,"INTP 248","International Security",,POL,"International Security: War and More",3456,,,,"Jeremy Youde",2014-07-18,{528288785228A181D6CCBA664286B031}.pdf,67481,54067,1
"AIFS - American Institute for Foriegn Study","New Zealand","Victoria University of Wellington",Wellington,"POLS 208","Political Change in the Southeast Pacific",,POL,"Pol Major/Minor Elective Credit",3XXX,,,,"Jeremy Youde",2014-07-18,{292E070F0C4B5A37C7F1E7C9F8CB52FB}.pdf,67482,54068,1
"AIFS - American Institute for Foriegn Study","New Zealand","Victoria University of Wellington",Wellington,"FILM 231","Film Movements",,TH,"Film Studies Minor Elective Credit",1XXX,,,,"Mark Harvey",2014-07-17,{42BA4AB91C37B5C83E021E25BA64CF20}.pdf,67483,54069,1
"IEE - Institute of International Education",Peru,"Pontificia Universidad Catolica",Lima,"ART 107","Appreciation of Modern Art",,ART,"Art Today",1001,,"Fine Arts",156,,2010-04-30,,64092,50488,1
"IEE - Institute of International Education",Peru,"Pontificia Universidad Catolica",Lima,"ART 106","Taller de Artes Plasticas",,ART,"Introduction to Art",1002,,"Fine Arts",156,,2010-04-30,,64093,50489,1
"IEE - Institute of International Education",Peru,"Pontificia Universidad Catolica",Lima,"CCO  102","Modern Dance",,DN,"Modern Dance Technique I ",1101,,"Fine Arts",156,,2010-04-30,,64094,50490,1
"ISA - International Studies Abroad",Peru,"Pontifical Catholic University",Lima,"LIT 240","Narrativa Hispanoamericana Contemporanea",,SPAN,"Hispanic American Prose",4011,,Humanities,143,,2011-04-30,,64173,50571,1
"IEE - Institute of International Education",Peru,"Pontificia Universidad Catolica",Lima,"ART 381","Ceramics I",,ART,"Ceramics I",2400,,,,,2010-04-30,,66227,52705,1
"IEE - Institute of International Education",Peru,"Pontificia Universidad Catolica",Lima,"ART 217","Photography I",,ART,"Photography I",2600,,,,,2010-04-30,,66228,52706,1
"ISA - International Studies Abroad",Peru,"Pontifical Catholic University",Lima,"HIS 109","El Peru en los Tiempos Modernos",,SPAN,"Spanish Culture and Civilization Study Abroad I ",3045,,,,,2011-04-30,,66229,52707,1
"ISA - International Studies Abroad",Peru,"Pontificia Universidad Catolica",Lima,"ARQ 112","Andean Archaeology",,ANTH,"Anth Major/Minor Elective Credit",3XXX,,,,,2010-04-30,,66230,52708,1
"PIARA - Proyecto de Investigación Arqueológico Regional Ancash",Peru,"Vanderbilt University",Lima,,"PIARA 2011 Archaeological Field School",,ANTH,"Anth Major/Minor Elective Credit",4XXX,,,,,2012-04-30,,66231,52709,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Espanol a traves del cine",,SPAN,"Cinema and Culture of Spain",4030,,"Fine Arts",156,,2011-04-30,,64095,50491,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,E-Management,,ECON,"Econ Major/Minor Croup C Elective Credit",3999A,,,,,2012-04-30,,66255,52736,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Introduction to Environmental Economics",,ECON,"Econ Major/Minor Elective Credit",1999A,,,,,2012-04-30,,66256,52737,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"The International Financial Crisis and the Scope of Monetary Policy",,ECON,"Econ Major/Minor Elective Credit",3999A,,,,,2012-04-30,,66257,52738,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Tourism Economics",,ECON,"Econ Major/Minor Elective Credit",3999A,,,,,2012-04-30,,66258,52739,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Cross-Cultural Business Behavior: Doing Business in Spain",,FORS,"General Elective Credit",3XXX,,,,,2012-04-30,,66259,52740,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Espanol de los Negocios",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",1XXX,,,,,2011-04-30,,66260,52741,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Spanish for Business",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",1XXX,,,,,2011-04-30,,66261,52742,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Cross-Cultural Management",,MGTS,"Mgts International Upper Division Requirement",3XXX,,,,,2010-04-30,,66262,52743,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Human Resource Management",,MGTS,"Mgts International Upper Division Requirement",3XXX,,,,,2010-04-30,,66263,52744,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Strategic Decision Making",,MGTS,"Org. Mgmt Major Group A Elective Credit",4XXX,,,,,2012-04-30,,66264,52745,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Global Issues on Quality and Environmental Management",,MGTS,"Org. Mgmt Major Group B Elective Credit",4XXX,,,,,2012-04-30,,66265,52746,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Marketing in the European Union",,MKTG,"Mktg Major/Minor Group B Elective Credit",3XXX,,,,,2012-04-30,,66266,52747,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Marketing Variables: Decision Making in a Competitive Environment",,MKTG,"Mktg Major/Minor Group B Elective Credit",3XXX,,,,,2012-04-30,,66267,52748,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Cultura y Civilizacion EspaÃ±ola Module I",,SPAN,"Spanish Culture and Civilization Study Abroad I ",3045,,,,,2011-04-30,,66268,52749,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Cultura y Civilizacion EspaÃ±ola Module III",,SPAN,"Spanish Culture and Civilization Study Abroad II ",3046,,,,,2011-04-30,,66269,52750,1
"CEA - Cultural Experiences Abroad",Spain,"Universidad de Alicante",Alicante,,"Conversacion Intermedio Alto 1 y 2",,SPAN,"Spanish Language Study Abroad I ",3031,,,,,2011-04-30,,66270,52751,1
"USAC - University Studies Abroad Consortium",Spain,"Universidad de Alicante",Alicante,,"Spanish Gender Studies",,WS,"WS Major/Minor Elective Credit",3XXX,,,,,2013-04-30,,66271,52752,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Urban Interventions and Art as a Language",,ART,"Visual Literacy",1900,,"Fine Arts",156,,2009-04-30,,64096,50492,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Spanish Art and Cultural Heritage",,ART,"Creating Across Cultures",1814,,"Cultural Diversity in the US; Fine Arts","155,156",,2010-04-30,,64105,50501,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Inequality, Poverty and Globalisation",,COMM,"Rhetoric of Globalization",3625,,"Global Perspectives",150,,2011-04-30,,64115,50511,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Human Resource Management",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",2XXX,,,,,2014-04-30,,64255,50658,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Cross-Cultural Management",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",2XXX,,,,,2014-04-30,,64256,50659,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Spanish Language 100-level",,SPAN,"Beginning Spanish I",1101,,"Oral Communication and Languages",159,,2010-04-30,,64346,50756,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Intermediate Spanish I",,SPAN,"Intermediate Spanish I",1201,,"Oral Communication and Languages",159,,2012-04-30,,64347,50757,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Intermediate Spanish II",,SPAN,"Intermediate Spanish II",1202,,"Oral Communication and Languages",159,,2012-04-30,,64348,50758,1
"CEA - Cultural Experiences Abroad",Spain,"CEA Global Campus",Barcelona,"ECN 302",Macroeconomics,,ECON,"Principles of Economics: Macro",1022,,"Social Sciences",141,,2013-04-30,,64414,50826,1
"CEA - Cultural Experiences Abroad",Spain,"CEA Global Campus",Barcelona,"ECN 201",Microeconomics,,ECON,"Principles of Economics: Microeconomics",1023,,"Social Sciences",141,,2013-04-30,,64415,50827,1
"AIFS - American Institute for Foriegn Study",Spain,"Universidad Autonoma de Barcelona",Barcelona,"History 327","Spanish History in the 20th Century",,HIST,"Hist Major/Minor Elective Credit",3XXX,,"Humanities; Category 7","143,144",,2012-04-30,,66272,52753,1
"AIFS - American Institute for Foriegn Study",Spain,"Universidad Autonoma de Barcelona",Barcelona,"History 327","Spanish History in the 20th Century",,FORS,"General Elective Credit",3XXX,,"Humanities; Category 7","143,144","Gerald Pepper",2014-04-18,,66272,53733,1
"AIFS - American Institute for Foriegn Study",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Managing Services: A Cross Cultural Approach",,MGTS,"Group B Org. Mgmt Major elective credit",3xxx,,,,,2013-04-30,,66273,52754,1
"AIFS - American Institute for Foriegn Study",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Strategic Management of the Firm",,MGTS,"Strategic Management",4481,,,,,2013-04-30,,66274,52755,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"International Economics",,ECON,"International Economics",4410,,,,,2009-04-30,,66275,52756,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"International Finance",,FMIS,"International Finance",3649,,,,,2014-04-30,,66276,52757,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Managerial Skills for International Business ",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",2XXX,,,,,2010-04-30,,66277,52758,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Politics, War and Economy in the Age of Globalization",,HIST,"Hist Major/Minor Elective Credit (Modern World track)",3XXX,,,,,2009-04-30,,66278,52759,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,SA2043E,"Business in Action: Local Companies in a Global World",,BUS,"LSBE Major/Minor Elective Credit",3XXX,,,,,2013-04-30,,66279,52760,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Entrepreneurship and New Venture Creation",,MGTS,Entrepreneurship,4472,,,,,2010-04-30,,66280,52761,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Doing Business in Emerging Markets",,MKTG,"Mktg Major/Minor Group A Elective Credit",3XXX,,,,,2010-04-30,,66281,52762,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Mediterranean Politics and Culture",,POL,"Contemporary Issues in World Politics",3400,,,,,2009-04-30,,66282,52763,1
"API - Academic Programs International",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Politics of the Developing World",,POL,"Politics of Developing Nations",3570,,,,,2009-04-30,,66283,52764,1
"API - Academic Programs International",Spain,"Universidad de Barcelona",Barcelona,"BUS  320","International Business",,INTB,"International Business",3201,,,,,2010-04-30,,66284,52765,1
"API - Academic Programs International",Spain,"Universidad de Barcelona",Barcelona,"MKT 320","International Marketing",,MKTG,"International Marketing",3781,,,,,2010-04-30,,66285,52766,1
"API - Academic Programs International",Spain,"Universidad de Barcelona",Barcelona,,"Managing Services ",,MKTG,"Mktg Major/Minor Group B Elective Credit",3XXX,,,,,2010-04-30,,66286,52767,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"The Political Economy of European Integration",,ECON,"Econ Major/Minor Elective Credit",3XXX,,,,,2012-04-30,,66287,52768,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"The Political Economy of European Integration",,INTS,"IntS Major/Minor Requirement (Thematic Int'l Relations track)",3XXX,,,,,2012-04-30,,66287,52774,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"The Political Economy of European Integration",,POL,"Pol Major/Minor Requirement (Thematic Int'l Relations track)",3XXX,,,,,2012-04-30,,66287,52778,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Understanding the European Economy",,ECON,"Econ Major/Minor Elective Credit",3XXX,,,,,2012-04-30,,66288,52769,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Understanding the European Economy",,INTS,"POL/INTS Regional Field Western Europe Requirement",3XXX,,,,,2013-04-30,,66288,52776,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Understanding the European Economy",,POL,"Pol Major/Minor Requirement (Thematic Int'l Relations track)",3XXX,,,,,2012-04-30,,66288,52779,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"International Economics",,ECON,"International Economics",4410,,,,,2012-04-30,,66289,52770,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"International Economics",,POL,"Political Economy",3610,,,,,2012-04-30,,66289,52780,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"A Greater Middle East",,FORS,"General Elective Credit",3XXX,,,,,2012-04-30,,66290,52771,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Politics, War and Economics in the Age of Globalization",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",1XXX,,,,,2012-04-30,,66291,52772,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Politics, War and Economics in the Age of Globalization",,INTS,"IntS Major/Minor Requirement (Thematic Int'l Relations track)",3XXX,,,,,2012-04-30,,66291,52773,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Politics, War and Economics in the Age of Globalization",,POL,"Pol Major/Minor Requirement (Thematic Int'l Relations track)",3XXX,,,,,2012-04-30,,66291,52777,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"An Urban Approach to Spain and European Cities and Globalisation",,INTS,"IntS Major/Minor Requirement (Thematic Social Changes track)",3XXX,,,,,2012-04-30,,66292,52775,1
"ASA - Academic Studies Abroad",Spain,"Universidad Autonoma de Barcelona",Barcelona,,"Politics of the Developing World",,POL,"Politics of Developing Nations",3570,,,,,2012-04-30,,66293,52781,1
"CEA - Cultural Experiences Abroad",Spain,"CEA Global Campus Barcelona",Barcelona,"MKT 320","International Marketing",,MKTG,"International Marketing",3781,,,,,2011-04-30,,66294,52782,1
"CIEE - Council on International Educational Exchange",Spain,"CIEE Barcelona",Barcelona,,"Strategic and Operational Market ",,FORS,"General Elective Credit",4XXX,,,,,2009-04-30,,66295,52783,1
"ISA - International Studies Abroad",Spain,"Pompeu Fabra University",Barcelona,,"The Law of Business Organizations in Europe",,BLAW,"Blaw 3999A",3999A,,,,,2012-04-30,,66296,52784,1
"ISA - International Studies Abroad",Spain,"Pompeu Fabra University",Barcelona,,"Business Organization",,BUS,"Business Environment",1101,,,,,2012-04-30,,66297,52785,1
"ISA - International Studies Abroad",Spain,"Pompeu Fabra University",Barcelona,,"European Union Law & Economic Integration",,ECON,"Econ Major/Minor Elective Credit",3XXX,,,,,2012-04-30,,66298,52786,1
"ISA - International Studies Abroad",Spain,"Pompeu Fabra University",Barcelona,,"International Finance",,FMIS,"International Finance",3649,,,,,2012-04-30,,66299,52787,1
"ISA - International Studies Abroad",Spain,"Pompeu Fabra University",Barcelona,,"Barcelona: The City and Its History",,HIST,"Hist Major/Minor Requirement (Europe Program Core)",1XXX,,,,,2013-04-30,,66300,52788,1
